STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,CN_ASSIGN_DATE,CN_CHANGE_REASON,CN_CHANGE_REASON_EXP,RECORD_STATUS,GPS_SPS,GPS_SPS_EXP,EXPERIMENT_NO,EXPERIMENT_NO_EXP,STATUS_EXP,STATUS,ASSIGN_DATE,DEASSIGN_DATE,SEAS_ID,SUPPLEMENTAL,EXP_SECT_RS,BASIC_INFO_RS,PAV_STRUCT_RS,TRAFFIC_RS,CLIMATIC_RS,PAVEMENT_FAMILY,PAVEMENT_FAMILY_EXP
26,Michigan,0123,1,1994-01-01,,,E,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,1994-01-01,2002-10-01,,,E,E,E,E,E,ACATB,
26,Michigan,0124,1,1994-01-01,,,E,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,1994-01-01,2002-10-01,,,E,E,E,E,E,ACATB,
26,Michigan,0159,1,1994-01-01,,,E,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,1994-01-01,2002-10-01,,S,E,E,E,E,E,ACATB,
26,Michigan,0200,1,1993-01-01,,,E,S,Specific Pavement Studies,2,"Strategic Study of Structural Factors for Rigid Pavements, new/reconstructed JPCC pavements",Out-of-study,O,1993-01-01,2013-01-01,,,E,E,,E,E,,
21,Kentucky,B310,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B310,2,1990-09-28,19,Asphalt Concrete Overlay,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B320,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B320,2,1990-08-15,33,Slurry Seal Coat,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B330,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B330,2,1990-08-15,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B340,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B350,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
21,Kentucky,B350,2,1990-08-15,31,Aggregate Seal Coat,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
26,Michigan,0100,1,1994-01-01,,,E,S,Specific Pavement Studies,1,"Strategic Study of Structural Factors for Flexible Pavements, new/reconstructed AC pavements",Out-of-study,O,1994-01-01,2002-10-01,,,E,E,,E,E,,
21,Kentucky,A330,2,1990-08-14,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A340,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1994-10-18,,,E,E,E,E,E,ACUB,
21,Kentucky,A350,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A350,2,1990-08-14,31,Aggregate Seal Coat,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A400,1,1991-01-01,,,E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,,E,E,,
21,Kentucky,A410,1,1991-01-01,,,E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,A410,2,1991-10-10,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,A410,3,1992-04-10,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,A410,4,1993-10-26,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,A410,5,1994-04-19,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,A410,6,1994-10-11,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,A410,8,1995-10-19,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,A430,1,1991-01-01,,,E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JPCTB,
21,Kentucky,B300,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,,E,E,,
21,Kentucky,6040,1,1987-01-01,,,E,G,General Pavement Studies,6A,Existing AC Overlay on AC Pavement ,Out-of-study,O,1987-01-01,1993-07-01,,,E,E,E,E,E,ACUB,
21,Kentucky,6043,1,1987-01-01,,,E,G,General Pavement Studies,6A,Existing AC Overlay on AC Pavement ,Out-of-study,O,1987-01-01,2005-07-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A300,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,,E,E,,
21,Kentucky,A310,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A310,2,1990-11-07,"1,19","Crack Sealing, Asphalt Concrete Overlay",E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A320,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A320,2,1990-08-14,33,Slurry Seal Coat,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
21,Kentucky,A330,1,1987-01-01,,,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-08-01,,,E,E,E,E,E,ACUB,
19,Iowa,0602,3,1990-04-30,6,Partial Depth Patching of PCC Pavement Other Than at Joint,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-01,,,E,E,E,E,E,JRCP,
19,Iowa,0602,4,1990-08-03,6,Partial Depth Patching of PCC Pavement Other Than at Joint,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-01,,,E,E,E,E,E,JRCP,
19,Iowa,0602,5,1990-10-10,"1,12","Crack Sealing, Grinding Surface",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-01,,,E,E,E,E,E,JRCP,
19,Iowa,0602,6,1992-01-30,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-01,,,E,E,E,E,E,JRCP,
19,Iowa,0602,8,1997-04-25,"4,5,6","Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-01,,,E,E,E,E,E,JRCP,
19,Iowa,0602,9,1997-07-01,"10,19,38","AC Shoulder Restoration, Asphalt Concrete Overlay, Longitudinal Subdrains",E,G,General Pavement Studies,7C,"AC Overlay with Modified Asphalt Cement on PCC Pavement, with CPR or No Pretreatment",Out-of-study,O,1997-07-01,2017-06-01,,,E,E,E,,E,ACPCC,
19,Iowa,0603,3,1990-10-18,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,,E,E,E,E,E,ACPCC,
19,Iowa,0603,4,1997-07-15,38,Longitudinal Subdrains,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,,E,E,E,E,E,ACPCC,
19,Iowa,0604,3,1990-10-22,"1,57","Crack Sealing, Saw and Seal",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,,E,E,E,E,E,ACPCC,
19,Iowa,0605,5,1990-01-11,6,Partial Depth Patching of PCC Pavement Other Than at Joint,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-13,,,E,E,E,E,E,JRCP,
19,Iowa,0605,6,1990-08-03,"1,6","Crack Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-13,,,E,E,E,E,E,JRCP,
19,Iowa,0605,7,1992-01-30,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-13,,,E,E,E,E,E,JRCP,
19,Iowa,0605,9,1993-08-28,"4,12","Full Depth Transverse Joint Repair Patch, Grinding Surface",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1997-07-13,,,E,E,E,E,E,JRCP,
19,Iowa,0605,11,1997-07-13,"10,19","AC Shoulder Restoration, Asphalt Concrete Overlay",E,G,General Pavement Studies,7C,"AC Overlay with Modified Asphalt Cement on PCC Pavement, with CPR or No Pretreatment",Out-of-study,O,1997-07-13,2017-06-01,,,E,E,E,,E,ACPCC,
19,Iowa,0606,3,1990-10-22,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,,E,E,E,E,E,ACPCC,
19,Iowa,0607,4,1990-10-18,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,,E,E,E,E,E,ACPCC,
19,Iowa,0608,4,1990-10-18,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,,E,E,E,E,E,ACPCC,
19,Iowa,0659,3,1990-10-18,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,S,E,E,E,E,E,ACPCC,
19,Iowa,0659,4,1992-04-15,1,Crack Sealing,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2008-06-01,,S,E,E,E,E,E,ACPCC,
19,Iowa,1044,4,1995-10-03,34,Fog Seal Coat,E,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,1987-01-01,2002-09-01,,,E,E,E,E,E,ACATB,
19,Iowa,6049,2,1992-07-13,1,Crack Sealing,E,G,General Pavement Studies,6A,Existing AC Overlay on AC Pavement ,Out-of-study,O,1987-01-01,2005-12-31,,,E,E,E,E,E,ACUB,
19,Iowa,9126,3,1990-09-26,1,Crack Sealing,E,G,General Pavement Studies,7B,"AC Overlay with Conventional Asphalt Cement on PCC Pavement, with CPR or No Pretreatment",Out-of-study,O,1989-06-16,2004-12-31,,,E,E,E,E,E,ACPCC,
19,Iowa,A340,2,1994-03-23,26,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1994-07-29,,,E,E,E,E,E,ACATB,
19,Iowa,A350,3,1994-03-28,26,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1994-07-29,,,E,E,E,E,E,ACATB,
20,Kansas,9037,2,1992-09-15,5,Full Depth Patching of PCC Pavement Other Than at Joint,E,G,General Pavement Studies,9,Unbonded PCC Overlay of PCC Pavement,Out-of-study,O,1987-01-01,1994-08-01,,,E,E,E,E,E,PCPCC,
26,Michigan,1004,2,1991-06-05,1,Crack Sealing,E,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,1987-01-01,2004-07-23,,,E,E,E,E,E,ACUB,
26,Michigan,1013,2,1990-06-15,1,Crack Sealing,E,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,1987-01-01,1998-09-03,,,E,E,E,E,E,ACUB,
26,Michigan,3068,2,1991-04-01,6,Partial Depth Patching of PCC Pavement Other Than at Joint,E,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,1987-01-01,1993-05-30,,,E,E,E,E,E,JPCTB,
26,Michigan,3068,3,1992-03-15,6,Partial Depth Patching of PCC Pavement Other Than at Joint,E,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,1987-01-01,1993-05-30,,,E,E,E,E,E,JPCTB,
26,Michigan,A310,2,1990-06-15,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-09-03,,,E,E,E,E,E,ACUB,
26,Michigan,A310,3,1990-10-30,19,Asphalt Concrete Overlay,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-09-03,,,E,E,E,E,E,ACUB,
27,Minnesota,1018,3,1994-08-29,28,"Surface Treatment, Single Layer",E,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,1987-01-01,1995-06-22,A,,E,E,E,E,E,ACUB,
27,Minnesota,4037,2,1995-07-17,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,G,General Pavement Studies,4,Jointed Reinforced Concrete Pavement (JPCP),Out-of-study,O,1987-01-01,2016-08-01,,,E,E,E,E,E,JRCP,
27,Minnesota,6064,3,1990-10-01,1,Crack Sealing,E,G,General Pavement Studies,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,Out-of-study,O,1990-08-15,2008-08-01,,,E,E,E,E,E,ACATB,
29,Missouri,0601,2,1993-06-30,5,Full Depth Patching of PCC Pavement Other Than at Joint,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2000-07-21,,,E,E,E,E,E,JRCP,
29,Missouri,0601,3,1995-05-01,"2,3,5","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2000-07-21,,,E,E,E,E,E,JRCP,
29,Missouri,0601,4,1995-11-08,7,PCC Slab Replacement,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2000-07-21,,,E,E,E,E,E,JRCP,
29,Missouri,0607,3,1992-07-10,19,Asphalt Concrete Overlay,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1994-09-02,,,E,E,E,E,E,ACPCC,
29,Missouri,0607,4,1993-11-04,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1994-09-02,,,E,E,E,E,E,ACPCC,
29,Missouri,0659,3,1993-06-28,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1994-09-02,,S,E,E,E,E,E,ACPCC,
29,Missouri,0659,4,1993-10-04,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,1994-09-02,,S,E,E,E,E,E,ACPCC,
29,Missouri,0666,3,1995-06-01,54,Partial depth patching of PCC pavements at joints,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,Out-of-study,O,1987-01-01,2006-07-01,,S,E,E,E,E,E,JRCP,
29,Missouri,0759,2,1990-06-15,"2,3,4,10,19","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, AC Shoulder Restoration, Asphalt Concrete Overlay",E,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,1987-01-01,2005-12-31,,S,E,E,E,E,E,ACPCC,
29,Missouri,0760,2,1990-06-11,"2,3,4,10,12,20","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, AC Shoulder Restoration, Grinding Surface, Portland Cement Concrete Overlay",E,S,Specific Pavement Studies,7,Bonded Concrete Overlay on Portland Cement Concrete Pavement,Out-of-study,O,1987-01-01,2005-12-31,,S,E,E,E,E,E,PCPCC,
29,Missouri,A410,3,1992-08-03,5,Full Depth Patching of PCC Pavement Other Than at Joint,E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,1999-05-23,,,E,E,E,E,E,JRCP,
29,Missouri,A411,3,1994-11-01,"2,3","Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,1999-05-23,,S,E,E,E,E,E,JRCP,
31,Nebraska,1030,3,1996-08-07,31,Aggregate Seal Coat,E,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,1987-01-01,1998-07-28,,,E,E,E,E,E,ACUB,
31,Nebraska,6700,2,1988-10-29,19,Asphalt Concrete Overlay,E,G,General Pavement Studies,6B,"AC Overlay with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,1988-10-29,1997-06-16,,,E,E,E,E,E,ACUB,
31,Nebraska,6700,3,1991-08-01,1,Crack Sealing,E,G,General Pavement Studies,6B,"AC Overlay with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,1988-10-29,1997-06-16,,,E,E,E,E,E,ACUB,
31,Nebraska,7017,2,1997-06-16,31,Aggregate Seal Coat,E,G,General Pavement Studies,7A,Existing AC Overlay on PCC Pavement,Out-of-study,O,1987-01-01,1999-03-25,,,E,E,E,E,E,ACPCC,
31,Nebraska,7050,2,1995-08-03,55,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,E,G,General Pavement Studies,7S,AC Overlay on PCC Pavement with Pretreatment,Out-of-study,O,1995-08-03,2008-07-01,,,E,E,E,E,E,ACPCC,
31,Nebraska,A310,3,1996-04-10,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-07-28,,,E,E,E,E,E,ACUB,
31,Nebraska,A330,3,1996-04-09,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-07-28,,,E,E,E,E,E,ACUB,
31,Nebraska,A330,4,1996-08-07,31,Aggregate Seal Coat,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-07-28,,,E,E,E,E,E,ACUB,
31,Nebraska,A350,3,1996-04-09,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-07-28,,,E,E,E,E,E,ACUB,
31,Nebraska,A351,3,1996-04-08,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-07-28,,S,E,E,E,E,E,ACUB,
31,Nebraska,A353,3,1996-04-08,1,Crack Sealing,E,S,Specific Pavement Studies,3,Preventive Maintenance of AC Pavement,Out-of-study,O,1987-01-01,1998-07-28,,S,E,E,E,E,E,ACUB,
31,Nebraska,C410,2,1992-05-07,"1,2,3,6","Crack Sealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",E,S,Specific Pavement Studies,4,Preventive Maintenance of Jointed Concrete Pavement,Out-of-study,O,1991-01-01,2005-12-31,,,E,E,E,E,E,JRCP,
46,South Dakota,9187,2,1991-06-13,1,Crack Sealing,E,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,1989-05-01,1997-12-31,B,,E,E,E,,E,ACUB,
46,South Dakota,9187,3,1992-07-31,31,Aggregate Seal Coat,E,G,General Pavement Studies,1,Asphalt Concrete on Unbound Granular Base,Out-of-study,O,1989-05-01,1997-12-31,B,,E,E,E,,E,ACUB,
46,South Dakota,0601,2,1992-09-24,"4,10","Full Depth Transverse Joint Repair Patch, AC Shoulder Restoration",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2003-09-01,,,E,E,E,E,E,JPCTB,
46,South Dakota,0603,3,1995-06-26,"32,57","Sand Seal Coat, Saw and Seal",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2011-06-01,,,E,E,E,E,E,ACATB,
46,South Dakota,0604,3,1995-06-26,"32,57","Sand Seal Coat, Saw and Seal",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2011-06-01,,,E,E,E,E,E,ACATB,
46,South Dakota,0606,3,1995-06-26,"32,57","Sand Seal Coat, Saw and Seal",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2011-06-01,,,E,E,E,E,E,ACATB,
46,South Dakota,0607,4,1992-07-31,"10,19","AC Shoulder Restoration, Asphalt Concrete Overlay",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2011-06-01,,,E,E,E,E,E,ACATB,
46,South Dakota,0608,3,1992-07-31,"10,19","AC Shoulder Restoration, Asphalt Concrete Overlay",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2011-06-01,,,E,E,E,E,E,ACATB,
46,South Dakota,0660,4,1992-07-31,"10,19","AC Shoulder Restoration, Asphalt Concrete Overlay",E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2011-06-01,,S,E,E,E,E,E,ACATB,
46,South Dakota,0661,3,1995-06-26,32,Sand Seal Coat,E,S,Specific Pavement Studies,6,Rehabilitation of Jointed PCC Pavement,,,1992-01-01,2011-06-01,,S,E,E,E,E,E,ACATB,
46,South Dakota,0859,2,1995-06-28,1,Crack Sealing,E,S,Specific Pavement Studies,8,Study of Environmental Effects in the Absence of Heavy Loads,Out-of-study,O,1992-01-01,2014-06-01,,S,E,E,E,E,E,ACATB,
46,South Dakota,3009,2,1990-09-22,2,Transverse Joint Sealing,E,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,1987-01-01,2006-05-01,,,E,E,E,E,E,JPCUB,
46,South Dakota,3012,2,1989-07-12,2,Transverse Joint Sealing,E,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,1987-01-01,2017-06-30,,,E,E,E,E,E,JPCUB,
46,South Dakota,3013,2,1988-09-29,2,Transverse Joint Sealing,E,G,General Pavement Studies,3,Jointed Plain Concrete Pavement (JPCP),Out-of-study,O,1987-01-01,2016-06-01,,,E,E,E,E,E,JPCUB,
46,South Dakota,7049,4,1996-10-03,1,Crack Sealing,E,G,General Pavement Studies,7A,Existing AC Overlay on PCC Pavement,Out-of-study,O,1988-07-01,2002-12-31,,,E,E,E,,E,ACPCC,
46,South Dakota,9197,3,1991-10-22,1,Crack Sealing,E,G,General Pavement Studies,6B,"AC Overlay with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,1989-06-01,2000-07-01,,,E,E,E,E,E,ACUB,
46,South Dakota,9197,4,1995-08-21,31,Aggregate Seal Coat,E,G,General Pavement Studies,6B,"AC Overlay with Conventional Asphalt Cement on AC Pavement, No Milling",Out-of-study,O,1989-06-01,2000-07-01,,,E,E,E,E,E,ACUB,
83,Manitoba,0501,3,1991-05-01,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",E,S,Specific Pavement Studies,5,AC Overlay of AC Pavement,Out-of-study,O,1987-01-01,1999-07-05,,,E,E,E,E,E,ACUB,
83,Manitoba,0501,4,1992-09-08,21,Mechanical Premix Patch (using motor grader and roller),E,S,Specific Pavement Studies,5,AC Overlay of AC Pavement,Out-of-study,O,1987-01-01,1999-07-05,,,E,E,E,E,E,ACUB,
83,Manitoba,0502,3,1993-04-21,1,Crack Sealing,E,S,Specific Pavement Studies,5,AC Overlay of AC Pavement,Out-of-study,O,1987-01-01,2017-05-12,,,E,E,E,E,E,ACUB,
83,Manitoba,0504,3,1993-04-21,1,Crack Sealing,E,S,Specific Pavement Studies,5,AC Overlay of AC Pavement,Out-of-study,O,1987-01-01,2017-05-12,,,E,E,E,E,E,ACUB,
83,Manitoba,0505,3,1993-04-21,1,Crack Sealing,E,S,Specific Pavement Studies,5,AC Overlay of AC Pavement,Out-of-study,O,1987-01-01,2017-05-12,,,E,E,E,E,E,ACUB,
