,SHRP_ID,STATE_CODE,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,AADT_ALL_VEHIC,MEPDG_TRANS_CRACK_LENGTH_AC,Mean_IRI,IRI_condition,year,initial_IRI,AADT,crack,construction_time
1585,0116,51,1997-10-09,1.054399991,0.9259999988,-1.0,28.58,0.9901999949,2.0,1997,0.673699993,,28.58,25
1609,0116,55,1997-12-01,0.7043999912000001,0.7752000094,-1.0,-1.0,0.7398000003,2.0,1997,0.673699993,,,25
1483,0116,4,1998-04-08,0.5614000082,0.870999992,-1.0,12.55,0.7162000001,2.0,1998,0.673699993,,12.55,24
1484,0116,4,1998-12-04,0.5282000064,0.871600008,-1.0,12.55,0.6999000072,2.0,1998,0.673699993,,12.55,24
1516,0116,26,1998-10-27,0.6254000068,0.6104000091999999,-1.0,12.1,0.6179000079999999,2.0,1998,0.673699993,,12.1,24
1533,0116,30,1998-11-19,0.7366000053999999,0.7055999876000001,-1.0,34.4625,0.7210999965,2.0,1998,0.673699993,,34.4625,24
1554,0116,31,1998-05-16,1.3065999986,1.1508000136,-1.0,-1.0,1.2287000061,2.0,1998,0.673699993,,,24
1574,0116,48,1998-04-02,1.146600008,0.9867999912,-1.0,1.4272727272727272,1.0666999996,2.0,1998,0.673699993,,1.4272727272727272,24
1586,0116,51,1998-01-16,1.0309999702,0.9103999972,-1.0,28.58,0.9706999836999999,2.0,1998,0.673699993,,28.58,24
1587,0116,51,1998-05-20,1.053399992,0.934800005,-1.0,28.58,0.9940999985,2.0,1998,0.673699993,,28.58,24
1588,0116,51,1998-07-23,1.040199995,0.9369999882,-1.0,28.58,0.9885999916,2.0,1998,0.673699993,,28.58,24
1589,0116,51,1998-10-29,1.0550000192,0.9300000072,-1.0,28.58,0.9925000131999999,2.0,1998,0.673699993,,28.58,24
1610,0116,55,1998-09-26,0.8610000012000001,0.9726000074,-1.0,-1.0,0.9168000043,2.0,1998,0.673699993,,,24
1485,0116,4,1999-11-17,0.5251999854,0.931400001,-1.0,12.55,0.7282999932,2.0,1999,0.673699993,,12.55,23
1517,0116,26,1999-04-08,0.6251999976,0.6343999981999999,-1.0,12.1,0.6297999979,2.0,1999,0.673699993,,12.1,23
1534,0116,30,1999-05-22,0.7373999954,0.692600012,-1.0,34.4625,0.7150000036999999,2.0,1999,0.673699993,,34.4625,23
1555,0116,31,1999-05-07,1.3256000282,1.1430000066,-1.0,-1.0,1.2343000173999998,2.0,1999,0.673699993,,,23
1556,0116,31,1999-10-13,1.3427999972,1.1447999954,-1.0,-1.0,1.2437999963,2.0,1999,0.673699993,,,23
1561,0116,40,1999-11-03,1.1231999874,0.9268000006,-1.0,72.17857142857142,1.024999994,2.0,1999,0.673699993,,72.17857142857142,23
1575,0116,48,1999-12-10,1.5713999747999998,1.9607999802,-1.0,1.4272727272727272,1.7660999775,1.0,1999,0.673699993,,1.4272727272727272,23
1590,0116,51,1999-12-17,1.0377999904,0.927999997,-1.0,28.58,0.9828999937,2.0,1999,0.673699993,,28.58,23
1611,0116,55,1999-04-18,0.8233999965999999,0.8884000064,-1.0,-1.0,0.8559000015,2.0,1999,0.673699993,,,23
1486,0116,4,2000-12-19,0.5350000142,0.9392000078,-1.0,12.55,0.737100011,2.0,2000,0.673699993,,12.55,22
1518,0116,26,2000-04-19,0.6564000012,0.6558000088,-1.0,12.1,0.656100005,2.0,2000,0.673699993,,12.1,22
1535,0116,30,2000-07-10,0.7463999988,0.6853999972,-1.0,34.4625,0.715899998,2.0,2000,0.673699993,,34.4625,22
1557,0116,31,2000-03-20,1.362199998,1.2113999844,-1.0,-1.0,1.2867999912,2.0,2000,0.673699993,,,22
1576,0116,48,2000-05-09,1.3502000332,1.8000000002,-1.0,1.4272727272727272,1.5751000167,1.0,2000,0.673699993,,1.4272727272727272,22
1591,0116,51,2000-11-07,1.0691999912,0.8945999978,-1.0,28.58,0.9818999945,2.0,2000,0.673699993,,28.58,22
1612,0116,55,2000-04-26,0.8947999954,1.0365999938,-1.0,-1.0,0.9656999946,2.0,2000,0.673699993,,,22
1487,0116,4,2001-11-06,0.6241999984,0.988199985,-1.0,12.55,0.8061999917,2.0,2001,0.673699993,,12.55,21
1495,0116,5,2001-01-22,1.025600028,0.9593999984,-1.0,71.075,0.9925000131999999,2.0,2001,0.673699993,,71.075,21
1536,0116,30,2001-08-10,0.7244000078,0.6646000028,-1.0,34.4625,0.6945000053,2.0,2001,0.673699993,,34.4625,21
1558,0116,31,2001-05-16,1.166600013,1.0076000094,-1.0,-1.0,1.0871000112,2.0,2001,0.673699993,,,21
1562,0116,40,2001-01-04,1.1029999972,0.922600007,-1.0,72.17857142857142,1.0128000021,2.0,2001,0.673699993,,72.17857142857142,21
1563,0116,40,2001-10-11,1.1825999976,0.9413999916,-1.0,72.17857142857142,1.0619999945999998,2.0,2001,0.673699993,,72.17857142857142,21
1577,0116,48,2001-04-24,1.4930000066,1.7293999671999998,-1.0,1.4272727272727272,1.6111999869,1.0,2001,0.673699993,,1.4272727272727272,21
1578,0116,48,2001-10-17,1.6229999782,1.7666000128,-1.0,1.4272727272727272,1.6947999955,1.0,2001,0.673699993,,1.4272727272727272,21
1592,0116,51,2001-05-23,1.0707999942000002,0.9179999946,-1.0,28.58,0.9943999944000002,2.0,2001,0.673699993,,28.58,21
1593,0116,51,2001-07-13,1.0759999988,0.9001999974,-1.0,28.58,0.9880999981,2.0,2001,0.673699993,,28.58,21
1613,0116,55,2001-07-19,0.8756000042000001,1.1449999808,-1.0,-1.0,1.0102999925,2.0,2001,0.673699993,,,21
1488,0116,4,2002-02-20,0.678999996,1.5896000148,-1.0,12.55,1.1343000054,2.0,2002,0.673699993,,12.55,20
1496,0116,5,2002-04-01,1.0998000146,1.034199977,-1.0,71.075,1.0669999958,2.0,2002,0.673699993,,71.075,20
1519,0116,26,2002-05-29,0.6990000008,0.6880000116,-1.0,12.1,0.6935000062000001,2.0,2002,0.673699993,,12.1,20
1537,0116,30,2002-09-25,0.7559999942,0.6870000124,-1.0,34.4625,0.7215000033,2.0,2002,0.673699993,,34.4625,20
1559,0116,31,2002-04-24,1.1737999916,0.9178000092,-1.0,-1.0,1.0458000003999999,2.0,2002,0.673699993,,,20
1564,0116,40,2002-10-07,1.1348000288,0.9326000096,-1.0,72.17857142857142,1.0337000191999999,2.0,2002,0.673699993,,72.17857142857142,20
1594,0116,51,2002-01-16,1.0447999956,0.8935999989999999,-1.0,28.58,0.9691999973,2.0,2002,0.673699993,,28.58,20
1595,0116,51,2002-05-22,1.0654000044,0.8906000018,-1.0,28.58,0.9780000031,2.0,2002,0.673699993,,28.58,20
1596,0116,51,2002-09-17,1.087800026,0.9028000118,-1.0,28.58,0.9953000189000001,2.0,2002,0.673699993,,28.58,20
1614,0116,55,2002-05-10,1.1910000086,1.2728000162000002,-1.0,-1.0,1.2319000124000001,2.0,2002,0.673699993,,,20
1489,0116,4,2003-03-02,0.8031999944000001,0.8580000163999999,-1.0,12.55,0.8306000054,2.0,2003,0.673699993,,12.55,19
1497,0116,5,2003-04-23,1.0528000118,0.9777999998,-1.0,71.075,1.0153000058,2.0,2003,0.673699993,,71.075,19
1520,0116,26,2003-04-10,0.526000005,0.5886000036000001,-1.0,12.1,0.5573000043,2.0,2003,0.673699993,,12.1,19
1538,0116,30,2003-08-27,0.7544000028,0.7804000018,-1.0,34.4625,0.7674000023,2.0,2003,0.673699993,,34.4625,19
1565,0116,40,2003-11-20,1.1375999928,0.8900000216,-1.0,72.17857142857142,1.0138000072,2.0,2003,0.673699993,,72.17857142857142,19
1579,0116,48,2003-05-21,0.9772000076,0.9396000028,-1.0,1.4272727272727272,0.9584000052,2.0,2003,0.673699993,,1.4272727272727272,19
1597,0116,51,2003-05-31,1.078999996,0.8759999869999999,-1.0,28.58,0.9774999915,2.0,2003,0.673699993,,28.58,19
1598,0116,51,2003-08-24,1.0897999764,0.8881999969999999,-1.0,28.58,0.9889999866999999,2.0,2003,0.673699993,,28.58,19
1615,0116,55,2003-04-15,0.8294000027999999,1.1740000128,-1.0,-1.0,1.0017000078,2.0,2003,0.673699993,,,19
1490,0116,4,2004-03-10,0.9320000052,0.919200003,-1.0,12.55,0.9256000041000001,2.0,2004,0.673699993,,12.55,18
1498,0116,5,2004-03-19,1.0910000084,0.9805999996,-1.0,71.075,1.035800004,2.0,2004,0.673699993,,71.075,18
1503,0116,22,2004-10-16,0.7289999962,0.6660000086,-1.0,32.7625,0.6975000024,2.0,2004,0.673699993,,32.7625,18
1539,0116,30,2004-07-21,0.7660000086000001,0.75940001,-1.0,34.4625,0.7627000093,2.0,2004,0.673699993,,34.4625,18
1540,0116,30,2004-08-16,0.8026000024,0.7839999912,-1.0,34.4625,0.7932999968,2.0,2004,0.673699993,,34.4625,18
1566,0116,40,2004-06-21,1.1437999964,0.9070000172,-1.0,72.17857142857142,1.0254000068,2.0,2004,0.673699993,,72.17857142857142,18
1599,0116,51,2004-11-15,1.0651999832,0.925600004,-1.0,28.58,0.9953999936,2.0,2004,0.673699993,,28.58,18
1616,0116,55,2004-10-19,0.9402000188,1.3302000048,-1.0,-1.0,1.1352000118,2.0,2004,0.673699993,,,18
1491,0116,4,2005-03-15,0.8768000006,0.9302000164,-1.0,12.55,0.9035000085,2.0,2005,0.673699993,,12.55,17
1499,0116,5,2005-04-06,1.0957999944,0.9913999914,-1.0,71.075,1.0435999929,2.0,2005,0.673699993,,71.075,17
1521,0116,26,2005-04-21,0.6,0.542200005,-1.0,12.1,0.5711000024999999,2.0,2005,0.673699993,,12.1,17
1541,0116,30,2005-06-04,0.7886000036,0.742200005,-1.0,34.4625,0.7654000043,2.0,2005,0.673699993,,34.4625,17
1580,0116,48,2005-01-21,1.0110000016,0.9693999884,-1.0,1.4272727272727272,0.990199995,2.0,2005,0.673699993,,1.4272727272727272,17
1581,0116,48,2005-12-02,1.0213999868,0.9655999898,-1.0,1.4272727272727272,0.9934999883,2.0,2005,0.673699993,,1.4272727272727272,17
1617,0116,55,2005-09-12,1.3326000214,1.5130000116,-1.0,-1.0,1.4228000165,2.0,2005,0.673699993,,,17
1492,0116,4,2006-03-27,0.9996000052,0.9849999904,-1.0,12.55,0.9922999978,2.0,2006,0.673699993,,12.55,16
1504,0116,22,2006-08-07,0.7978000044,0.6996000052,-1.0,32.7625,0.7487000048,2.0,2006,0.673699993,,32.7625,16
1522,0116,26,2006-06-02,0.6033999922,0.55,-1.0,12.1,0.5766999961,2.0,2006,0.673699993,,12.1,16
1600,0116,51,2006-12-02,1.0681999919999998,0.8892000078000001,-1.0,28.58,0.9786999998999999,2.0,2006,0.673699993,,28.58,16
1500,0116,5,2007-05-22,1.2329999924,1.0101999998,-1.0,71.075,1.1215999961,2.0,2007,0.673699993,,71.075,15
1505,0116,22,2007-09-25,0.7234000088,0.7004000068,-1.0,32.7625,0.7119000078,2.0,2007,0.673699993,,32.7625,15
1567,0116,40,2007-04-11,1.1477999924,0.9054000022,-1.0,72.17857142857142,1.0265999973,2.0,2007,0.673699993,,72.17857142857142,15
1582,0116,48,2007-03-19,1.0740000008,0.9815999868,-1.0,1.4272727272727272,1.0277999938,2.0,2007,0.673699993,,1.4272727272727272,15
1501,0116,5,2008-09-21,0.9574,0.9880000236,-1.0,71.075,0.9727000118,2.0,2008,0.673699993,,71.075,14
1506,0116,22,2008-04-09,0.7606666683333333,0.6996666593333334,-1.0,32.7625,0.7301666638333333,2.0,2008,0.673699993,,32.7625,14
1523,0116,26,2008-04-22,0.7140000106000001,0.5745999932,-1.0,12.1,0.6443000019,2.0,2008,0.673699993,,12.1,14
1542,0116,30,2008-07-26,0.8129999877999999,0.7828000065999999,-1.0,34.4625,0.7978999971999999,2.0,2008,0.673699993,,34.4625,14
1568,0116,40,2008-04-30,1.2374000312,0.9944000006,-1.0,72.17857142857142,1.1159000158999999,2.0,2008,0.673699993,,72.17857142857142,14
1601,0116,51,2008-10-23,1.0991999864,0.8661999939999999,-1.0,28.58,0.9826999902,2.0,2008,0.673699993,,28.58,14
1618,0116,55,2008-06-07,1.0088000178,1.5786000012,-1.0,-1.0,1.2937000095000002,2.0,2008,0.673699993,,,14
1524,0116,26,2009-10-14,0.7780000092,0.6186000110000001,-1.0,12.1,0.6983000101000001,2.0,2009,0.673699993,,12.1,13
1543,0116,30,2009-07-18,0.8292000056000001,0.749399996,-1.0,34.4625,0.7893000008,2.0,2009,0.673699993,,34.4625,13
1602,0116,51,2009-11-17,1.0533999922,0.8707999944000001,-1.0,28.58,0.9620999933000001,2.0,2009,0.673699993,,28.58,13
1507,0116,22,2010-02-03,0.9314000008,0.955999994,-1.0,32.7625,0.9436999974,2.0,2010,0.673699993,,32.7625,12
1525,0116,26,2010-08-10,0.7548000096,0.6257999896,-1.0,12.1,0.6902999996000001,2.0,2010,0.673699993,,12.1,12
1544,0116,30,2010-07-16,0.8416000010000001,0.7983999968,-1.0,34.4625,0.8199999989,2.0,2010,0.673699993,,34.4625,12
1569,0116,40,2010-03-16,1.2213999986,1.0051999808,-1.0,72.17857142857142,1.1132999897,2.0,2010,0.673699993,,72.17857142857142,12
1603,0116,51,2010-07-13,1.116199994,0.8810000064000001,-1.0,28.58,0.9986000002000001,2.0,2010,0.673699993,,28.58,12
1508,0116,22,2011-03-16,0.7896000028,0.779400015,-1.0,32.7625,0.7845000089,2.0,2011,0.673699993,,32.7625,11
1526,0116,26,2011-08-24,0.797599995,0.6339999912,-1.0,12.1,0.7157999931,2.0,2011,0.673699993,,12.1,11
1545,0116,30,2011-07-21,0.841200006,0.7738000036,-1.0,34.4625,0.8075000048000001,2.0,2011,0.673699993,,34.4625,11
1570,0116,40,2011-03-05,1.2307999852,1.0085999968,-1.0,72.17857142857142,1.119699991,2.0,2011,0.673699993,,72.17857142857142,11
1604,0116,51,2011-07-13,0.9163999912,0.9287999868,-1.0,28.58,0.9225999890000001,2.0,2011,0.673699993,,28.58,11
1509,0116,22,2012-01-16,0.7931999922,0.731400001,-1.0,32.7625,0.7622999966,2.0,2012,0.673699993,,32.7625,10
1527,0116,26,2012-04-25,0.804000008,0.6723999978,-1.0,12.1,0.7382000029,2.0,2012,0.673699993,,12.1,10
1528,0116,26,2012-09-11,0.3733999968,0.3929999948,-1.0,12.1,0.38319999579999997,2.0,2012,0.673699993,,12.1,10
1546,0116,30,2012-09-15,0.8490000012,0.7821999907999999,-1.0,34.4625,0.815599996,2.0,2012,0.673699993,,34.4625,10
1605,0116,51,2012-03-27,1.0156000136,0.953999996,-1.0,28.58,0.9848000048000001,2.0,2012,0.673699993,,28.58,10
1510,0116,22,2013-09-05,0.7364000084000001,0.7117999914,-1.0,32.7625,0.7240999999000001,2.0,2013,0.673699993,,32.7625,9
1529,0116,26,2013-07-23,0.4012000026,0.4273999988,-1.0,12.1,0.4143000007,2.0,2013,0.673699993,,12.1,9
1547,0116,30,2013-07-16,0.8624000072,0.8012000084,-1.0,34.4625,0.8318000078000001,2.0,2013,0.673699993,,34.4625,9
1571,0116,40,2013-04-26,1.3282000066,1.011400008,-1.0,72.17857142857142,1.1698000073,2.0,2013,0.673699993,,72.17857142857142,9
1511,0116,22,2014-11-11,0.7924000026,0.781000006,-1.0,32.7625,0.7867000043,2.0,2014,0.673699993,,32.7625,8
1530,0116,26,2014-08-01,0.4198000013999999,0.419,-1.0,12.1,0.41940000069999994,2.0,2014,0.673699993,,12.1,8
1548,0116,30,2014-10-14,0.8625999926000001,0.8159999965999999,-1.0,34.4625,0.8392999945999999,2.0,2014,0.673699993,,34.4625,8
1606,0116,51,2014-05-22,0.9796000004,1.0113999842,-1.0,28.58,0.9954999923000001,2.0,2014,0.673699993,,28.58,8
1549,0116,30,2015-04-23,0.8498000028,0.7752000094,-1.0,34.4625,0.8125000061000001,2.0,2015,0.673699993,,34.4625,7
1512,0116,22,2016-10-13,0.6386000037999999,0.5623999954000001,-1.0,32.7625,0.6004999996,2.0,2016,0.673699993,,32.7625,6
1531,0116,26,2016-06-07,0.478400004,0.4653999926,-1.0,12.1,0.47189999829999996,2.0,2016,0.673699993,,12.1,6
1550,0116,30,2016-04-30,0.873000002,0.7694000005999999,-1.0,34.4625,0.8212000013,2.0,2016,0.673699993,,34.4625,6
1572,0116,40,2016-03-22,0.750400007,0.7697999954,-1.0,72.17857142857142,0.7601000012,2.0,2016,0.673699993,,72.17857142857142,6
1607,0116,51,2016-06-11,0.9464000104,0.9345999956,-1.0,28.58,0.9405000029999999,2.0,2016,0.673699993,,28.58,6
1532,0116,26,2017-05-25,0.4551999988,0.4501999976,-1.0,12.1,0.4526999982,2.0,2017,0.673699993,,12.1,5
1608,0116,51,2018-05-11,0.958799994,0.98440001,-1.0,28.58,0.971600002,2.0,2018,0.673699993,,28.58,4
1619,0117,4,1994-01-27,0.5315999868000001,0.7386000036,-1.0,52.05,0.6350999952,2.0,1994,0.6350999952,,52.05,28
1620,0117,4,1995-02-27,0.53039999,0.6972000002,-1.0,52.05,0.6137999950999999,2.0,1995,0.6350999952,,52.05,27
1632,0117,5,1995-07-07,0.793599999,0.8557999968000001,-1.0,75.425,0.8246999979,2.0,1995,0.6350999952,,75.425,27
1691,0117,31,1995-11-01,1.1628000022,1.0707999946000002,-1.0,-1.0,1.1167999984,2.0,1995,0.6350999952,,,27
1652,0117,26,1996-12-30,0.8074,0.7146000027999999,-1.0,36.95,0.7610000014,2.0,1996,0.6350999952,,36.95,26
1692,0117,31,1996-04-17,1.2815999986,1.2700000048,-1.0,-1.0,1.2758000017,2.0,1996,0.6350999952,,,26
1723,0117,51,1996-04-25,1.035599971,0.916200006,-1.0,58.77,0.9758999884999999,2.0,1996,0.6350999952,,58.77,26
1724,0117,51,1996-12-03,1.0516000272,0.9342000008,-1.0,58.77,0.9929000139999999,2.0,1996,0.6350999952,,58.77,26
1621,0117,4,1997-01-23,0.5212000012,0.7431999922,-1.0,52.05,0.6321999967,2.0,1997,0.6350999952,,52.05,25
1633,0117,5,1997-07-01,0.7759999987999999,0.8781999944000001,-1.0,75.425,0.8270999966,2.0,1997,0.6350999952,,75.425,25
1641,0117,22,1997-11-17,0.5904000044,0.5863999961999999,-1.0,31.2,0.5884000003,2.0,1997,0.6350999952,,31.2,25
1653,0117,26,1997-04-16,0.7956000089999999,0.7613999964,-1.0,36.95,0.7785000027,2.0,1997,0.6350999952,,36.95,25
1654,0117,26,1997-06-25,0.8335999966,0.7752000092,-1.0,36.95,0.8044000029,2.0,1997,0.6350999952,,36.95,25
1693,0117,31,1997-02-18,1.0602000236,0.9950000168,-1.0,-1.0,1.0276000202,2.0,1997,0.6350999952,,,25
1700,0117,40,1997-11-19,1.1437999728,0.9463999988,-1.0,17.692857142857143,1.0450999857999999,2.0,1997,0.6350999952,,17.692857142857143,25
1713,0117,48,1997-09-08,0.7339999916,0.6860000014,-1.0,8.354545454545455,0.7099999964999999,2.0,1997,0.6350999952,,8.354545454545455,25
1725,0117,51,1997-10-09,1.009799993,0.9574,-1.0,58.77,0.9835999965,2.0,1997,0.6350999952,,58.77,25
1749,0117,55,1997-12-01,0.7113999964000001,0.7644000054,-1.0,-1.0,0.7379000009000001,2.0,1997,0.6350999952,,,25
1622,0117,4,1998-04-08,0.5424000024,0.7660000086000001,-1.0,52.05,0.6542000055,2.0,1998,0.6350999952,,52.05,24
1623,0117,4,1998-12-04,0.529799998,0.7315999985999999,-1.0,52.05,0.6306999982999999,2.0,1998,0.6350999952,,52.05,24
1655,0117,26,1998-10-27,1.5733999968,0.9051999928,-1.0,36.95,1.2392999948,2.0,1998,0.6350999952,,36.95,24
1672,0117,30,1998-11-19,0.6570000052,0.6606000066,-1.0,161.02941176470588,0.6588000059,2.0,1998,0.6350999952,,161.02941176470588,24
1694,0117,31,1998-05-16,1.1149999858,1.0626000164,-1.0,-1.0,1.0888000011,2.0,1998,0.6350999952,,,24
1714,0117,48,1998-04-02,0.7085999966000001,0.751600015,-1.0,8.354545454545455,0.7301000058,2.0,1998,0.6350999952,,8.354545454545455,24
1726,0117,51,1998-01-16,0.9559999942,1.001399994,-1.0,58.77,0.9786999941000001,2.0,1998,0.6350999952,,58.77,24
1727,0117,51,1998-05-20,0.9950000046,0.9704000116,-1.0,58.77,0.9827000081,2.0,1998,0.6350999952,,58.77,24
1728,0117,51,1998-07-23,0.9853999972,0.986800003,-1.0,58.77,0.9861000001,2.0,1998,0.6350999952,,58.77,24
1729,0117,51,1998-10-29,1.0233999728,0.9548000098,-1.0,58.77,0.9890999913,2.0,1998,0.6350999952,,58.77,24
1750,0117,55,1998-09-26,0.8144000051999999,0.8562000038,-1.0,-1.0,0.8353000045,2.0,1998,0.6350999952,,,24
1624,0117,4,1999-11-17,0.5194000006,0.7468000054,-1.0,52.05,0.633100003,2.0,1999,0.6350999952,,52.05,23
1656,0117,26,1999-04-08,1.4471999884,0.931799984,-1.0,36.95,1.1894999862,2.0,1999,0.6350999952,,36.95,23
1673,0117,30,1999-05-22,0.6517999884,0.6415999888,-1.0,161.02941176470588,0.6466999886,2.0,1999,0.6350999952,,161.02941176470588,23
1695,0117,31,1999-05-07,1.0921999692,1.0393999816,-1.0,-1.0,1.0657999754,2.0,1999,0.6350999952,,,23
1696,0117,31,1999-10-13,1.1097999814,0.9987999916,-1.0,-1.0,1.0542999865,2.0,1999,0.6350999952,,,23
1701,0117,40,1999-11-03,1.1640000342,1.028999996,-1.0,17.692857142857143,1.0965000151000002,2.0,1999,0.6350999952,,17.692857142857143,23
1715,0117,48,1999-12-10,0.7870000122,0.6968000054,-1.0,8.354545454545455,0.7419000088000001,2.0,1999,0.6350999952,,8.354545454545455,23
1730,0117,51,1999-12-17,1.0444000244,0.9666000008,-1.0,58.77,1.0055000126,2.0,1999,0.6350999952,,58.77,23
1751,0117,55,1999-04-18,0.787199998,0.8424000144000001,-1.0,-1.0,0.8148000062,2.0,1999,0.6350999952,,,23
1625,0117,4,2000-12-19,0.51220001,0.759799993,-1.0,52.05,0.6360000015,2.0,2000,0.6350999952,,52.05,22
1657,0117,26,2000-04-19,1.6744000196000002,0.9408000112,-1.0,36.95,1.3076000154,2.0,2000,0.6350999952,,36.95,22
1674,0117,30,2000-07-10,0.6548000098,0.6340000152,-1.0,161.02941176470588,0.6444000125,2.0,2000,0.6350999952,,161.02941176470588,22
1697,0117,31,2000-03-20,1.1186000108,1.0534000158,-1.0,-1.0,1.0860000133,2.0,2000,0.6350999952,,,22
1716,0117,48,2000-05-09,0.7766000032,0.7110000014000001,-1.0,8.354545454545455,0.7438000023,2.0,2000,0.6350999952,,8.354545454545455,22
1731,0117,51,2000-11-07,1.0620000126,0.9342000008,-1.0,58.77,0.9981000067,2.0,2000,0.6350999952,,58.77,22
1752,0117,55,2000-04-26,0.85,0.9585999964,-1.0,-1.0,0.9042999982,2.0,2000,0.6350999952,,,22
1626,0117,4,2001-11-06,0.5203999996,0.8752000096,-1.0,52.05,0.6978000046,2.0,2001,0.6350999952,,52.05,21
1634,0117,5,2001-01-22,0.9900000096,0.9111999986,-1.0,75.425,0.9506000041,2.0,2001,0.6350999952,,75.425,21
1675,0117,30,2001-08-10,0.6287999986,0.6750000118,-1.0,161.02941176470588,0.6519000052,2.0,2001,0.6350999952,,161.02941176470588,21
1698,0117,31,2001-05-16,1.0471999883999998,1.1773999692,-1.0,-1.0,1.1122999787999999,2.0,2001,0.6350999952,,,21
1702,0117,40,2001-01-04,1.1629999876,1.0233999967999998,-1.0,17.692857142857143,1.0931999921999997,2.0,2001,0.6350999952,,17.692857142857143,21
1703,0117,40,2001-10-11,1.2160000086,1.0794000149999998,-1.0,17.692857142857143,1.1477000118,2.0,2001,0.6350999952,,17.692857142857143,21
1717,0117,48,2001-04-24,0.7972000003999999,0.6950000048,-1.0,8.354545454545455,0.7461000026,2.0,2001,0.6350999952,,8.354545454545455,21
1718,0117,48,2001-10-17,0.8071999908,0.693599999,-1.0,8.354545454545455,0.7503999949,2.0,2001,0.6350999952,,8.354545454545455,21
1732,0117,51,2001-05-23,1.0203999758,0.9511999966,-1.0,58.77,0.9857999862,2.0,2001,0.6350999952,,58.77,21
1733,0117,51,2001-07-13,1.0391999962,0.9312000038,-1.0,58.77,0.9852000000000001,2.0,2001,0.6350999952,,58.77,21
1753,0117,55,2001-07-19,1.0213999988,1.0972000122,-1.0,-1.0,1.0593000055,2.0,2001,0.6350999952,,,21
1627,0117,4,2002-02-20,0.5192000032,0.9212000012,-1.0,52.05,0.7202000022,2.0,2002,0.6350999952,,52.05,20
1635,0117,5,2002-04-01,1.1353999852,1.2536000012,-1.0,75.425,1.1944999932,2.0,2002,0.6350999952,,75.425,20
1658,0117,26,2002-05-29,2.0819999932,0.9626000046,-1.0,36.95,1.5222999989000001,1.0,2002,0.6350999952,,36.95,20
1676,0117,30,2002-09-25,0.6860000014,0.6899999976,-1.0,161.02941176470588,0.6879999994999999,2.0,2002,0.6350999952,,161.02941176470588,20
1699,0117,31,2002-04-24,0.9294000028,0.8551999928,-1.0,-1.0,0.8922999978,2.0,2002,0.6350999952,,,20
1704,0117,40,2002-10-07,1.170599985,1.028399992,-1.0,17.692857142857143,1.0994999884999999,2.0,2002,0.6350999952,,17.692857142857143,20
1734,0117,51,2002-01-16,0.981400013,0.9674000024,-1.0,58.77,0.9744000077,2.0,2002,0.6350999952,,58.77,20
1735,0117,51,2002-05-22,1.0192000152,0.944599998,-1.0,58.77,0.9819000066000001,2.0,2002,0.6350999952,,58.77,20
1736,0117,51,2002-09-17,0.9934000016,0.9335999846,-1.0,58.77,0.9634999931,2.0,2002,0.6350999952,,58.77,20
1754,0117,55,2002-05-10,0.9835999968,1.0207999944,-1.0,-1.0,1.0021999955999998,2.0,2002,0.6350999952,,,20
1628,0117,4,2003-03-02,0.5156000018,1.397399974,-1.0,52.05,0.9564999879,2.0,2003,0.6350999952,,52.05,19
1636,0117,5,2003-04-23,1.1315999986,0.9462000012,-1.0,75.425,1.0388999999,2.0,2003,0.6350999952,,75.425,19
1659,0117,26,2003-04-10,0.8879999996000001,0.7532000061999999,-1.0,36.95,0.8206000029,2.0,2003,0.6350999952,,36.95,19
1677,0117,30,2003-08-27,0.9029999972,0.9125999926,-1.0,161.02941176470588,0.9077999949,2.0,2003,0.6350999952,,161.02941176470588,19
1705,0117,40,2003-11-20,1.1867999792,1.062800002,-1.0,17.692857142857143,1.1247999906,2.0,2003,0.6350999952,,17.692857142857143,19
1719,0117,48,2003-05-21,0.9474000096,1.095600009,-1.0,8.354545454545455,1.0215000093,2.0,2003,0.6350999952,,8.354545454545455,19
1737,0117,51,2003-05-31,1.0028000236,0.9371999978,-1.0,58.77,0.9700000107,2.0,2003,0.6350999952,,58.77,19
1738,0117,51,2003-08-24,1.1124000074000002,0.9416000008,-1.0,58.77,1.0270000041,2.0,2003,0.6350999952,,58.77,19
1755,0117,55,2003-04-15,1.1213999988,1.1511999846,-1.0,-1.0,1.1362999917,2.0,2003,0.6350999952,,,19
1629,0117,4,2004-03-10,0.5947999954000001,0.8136000156,-1.0,52.05,0.7042000055,2.0,2004,0.6350999952,,52.05,18
1637,0117,5,2004-03-19,1.1532000064,0.9514000058,-1.0,75.425,1.0523000061,2.0,2004,0.6350999952,,75.425,18
1642,0117,22,2004-10-16,0.6615999938,0.625399995,-1.0,31.2,0.6434999943999999,2.0,2004,0.6350999952,,31.2,18
1678,0117,30,2004-07-21,0.7884000062000001,1.2960000038,-1.0,161.02941176470588,1.042200005,2.0,2004,0.6350999952,,161.02941176470588,18
1679,0117,30,2004-08-16,0.8478000046,1.0223999858,-1.0,161.02941176470588,0.9350999952,2.0,2004,0.6350999952,,161.02941176470588,18
1706,0117,40,2004-06-21,1.1802000286,1.0714000224,-1.0,17.692857142857143,1.1258000255,2.0,2004,0.6350999952,,17.692857142857143,18
