SHRP_ID,STATE_CODE,IMP_DATE,IMP_TYPE
0659,4,03/07/1995,1
0659,4,08/29/1997,25
0659,4,09/28/1999,25
0659,4,05/01/2000,25
0659,4,09/11/2001,25
0660,4,06/25/1990,38
0660,4,08/04/1990,46
0660,4,08/06/1990,19
0660,4,03/07/1995,1
0660,4,09/28/1999,26
0660,4,06/01/2000,25
0661,4,06/25/1990,38
0661,4,08/04/1990,46
0661,4,08/05/1990,19
0661,4,08/09/1990,19
0661,4,03/08/1995,1
0661,4,09/11/2001,26
0662,4,06/25/1990,38
0662,4,08/08/1990,46
0662,4,08/09/1990,19
0662,4,08/12/1990,19
0662,4,03/08/1995,1
0662,4,06/01/2000,22
0662,4,06/01/2000,25
0662,4,05/01/2001,26
0663,4,06/25/1990,38
0663,4,08/04/1990,46
0663,4,08/05/1990,19
0663,4,08/10/1990,20
0663,4,09/28/1999,54
0664,4,06/25/1990,38
0664,4,08/05/1990,19
0664,4,08/23/1990,19
0665,4,06/25/1990,38
0665,4,08/04/1990,46
0665,4,08/05/1990,19
0665,4,08/23/1990,19
0666,4,06/25/1990,38
0666,4,08/05/1990,19
0666,4,08/05/1990,46
0666,4,08/23/1990,19
0667,4,06/25/1990,38
0667,4,08/04/1990,46
0667,4,08/05/1990,19
0667,4,08/23/1990,19
0668,4,06/25/1990,38
0668,4,08/05/1990,19
0668,4,08/23/1990,19
0669,4,06/25/1990,38
0669,4,08/05/1990,19
0669,4,08/05/1990,46
0669,4,08/23/1990,19
0902,4,05/01/2002,33
1001,4,01/01/1989,34
1002,4,01/01/1991,25
1002,4,07/25/1996,51
1003,4,01/01/1989,1
1003,4,01/01/1989,25
1003,4,06/01/1992,26
1003,4,10/01/1993,19
1003,4,10/01/1993,51
1003,4,01/01/2013,25
1003,4,03/01/2015,1
1006,4,12/01/1991,25
1006,4,07/01/1992,22
1006,4,10/01/1993,19
1006,4,10/01/1993,55
1006,4,01/01/2013,25
1006,4,03/01/2015,1
1006,4,06/01/2020,25
1007,4,04/01/1989,34
1007,4,01/01/1990,1
1007,4,01/01/1990,11
1007,4,02/01/1995,19
1007,4,02/01/1995,51
1007,4,06/01/2003,25
1015,4,01/01/1997,19
1015,4,01/01/1997,51
1016,4,01/02/1991,1
1016,4,05/01/1998,51
1017,4,01/01/1989,12
0117,5,04/27/2004,1
0118,5,05/15/1999,25
0118,5,04/26/2004,1
0118,5,04/26/2004,25
0119,5,05/15/1999,24
0120,5,05/15/1999,24
0121,5,04/26/2004,1
0122,5,04/26/2004,1
0123,5,04/26/2004,1
0124,5,05/15/1999,25
0124,5,04/26/2004,1
0213,5,02/05/1997,3
0213,5,12/12/2002,1
0213,5,11/15/2003,6
0213,5,10/15/2006,6
0214,5,02/05/1997,3
0215,5,02/05/1997,3
0216,5,02/05/1997,3
0216,5,12/12/2002,2
0216,5,12/12/2002,3
0217,5,02/05/1997,3
0217,5,12/03/2002,1
0217,5,12/03/2002,54
0217,5,06/15/2006,54
0218,5,02/05/1997,3
0218,5,12/03/2002,1
0218,5,12/03/2002,2
0218,5,06/15/2006,54
0219,5,02/05/1997,3
0220,5,02/05/1997,3
0220,5,12/03/2002,2
0221,5,02/05/1997,3
0221,5,12/12/2002,2
0221,5,12/12/2002,3
0222,5,02/05/1997,3
0223,5,02/05/1997,3
0224,5,06/15/1996,54
0224,5,02/05/1997,3
0224,5,06/15/2001,54
0224,5,12/03/2002,2
0809,5,07/19/2001,3
0810,5,07/19/2001,3
2042,5,05/15/1993,22
2042,5,05/04/1994,51
3011,5,07/01/2003,10
3058,5,10/06/1995,19
3071,5,09/17/1996,33
3073,5,03/15/1993,54
3073,5,06/15/2000,54
3073,5,06/15/2002,54
3074,5,03/14/1997,3
4019,5,03/01/2006,1
4019,5,03/01/2006,2
4019,5,03/01/2006,3
4046,5,10/20/1996,4
4046,5,10/30/1996,2
4046,5,06/04/2009,4
4046,5,06/04/2009,5
4046,5,08/14/2009,12
4046,5,10/20/2009,2
4046,5,10/20/2009,3
A310,5,10/17/1990,19
A320,5,09/05/1990,33
A350,5,09/05/1990,31
A410,5,05/15/1991,2
A410,5,05/15/1991,3
A601,5,10/01/1996,1
A601,5,10/01/1996,2
A601,5,12/01/1996,5
A601,5,12/01/1996,6
A601,5,05/15/1998,54
A601,5,04/18/2001,10
A601,5,04/18/2001,10
A601,5,04/18/2002,1
A601,5,04/18/2002,2
A601,5,04/18/2002,3
A601,5,08/21/2003,12
A601,5,08/21/2003,54
A601,5,08/21/2003,6
A601,5,07/12/2005,22
A601,5,09/15/2006,54
A601,5,05/13/2008,54
A601,5,05/13/2008,6
A601,5,02/15/2011,6
A602,5,10/01/1996,1
A602,5,10/01/1996,12
A602,5,10/01/1996,2
A602,5,12/01/1996,5
A602,5,12/01/1996,6
A602,5,04/18/2001,10
A602,5,04/18/2001,10
A602,5,04/18/2002,1
A602,5,04/18/2002,2
A602,5,04/18/2002,3
A602,5,08/21/2003,12
A602,5,08/21/2003,54
A602,5,08/21/2003,6
A602,5,09/15/2006,54
A602,5,09/15/2006,6
A602,5,05/13/2008,54
A602,5,05/13/2008,6
A602,5,02/15/2011,6
A603,5,10/01/1996,1
A603,5,10/01/1996,2
A603,5,10/01/1996,5
A603,5,10/01/1996,6
A603,5,10/01/1996,7
A603,5,12/20/1996,10
A603,5,12/20/1996,19
A604,5,10/01/1996,1
A604,5,10/01/1996,2
A604,5,10/01/1996,5
A604,5,10/01/1996,6
A604,5,12/06/1996,57
A604,5,12/20/1996,10
A604,5,12/20/1996,19
A605,5,10/01/1996,1
A605,5,10/01/1996,12
A605,5,10/01/1996,2
A605,5,12/01/1996,5
A605,5,12/01/1996,50
A605,5,12/11/1996,38
A605,5,12/26/1996,6
A605,5,06/01/2000,1
A605,5,06/01/2000,54
A605,5,04/18/2001,10
A605,5,04/18/2001,10
A605,5,04/18/2002,1
A605,5,04/18/2002,2
A605,5,04/18/2002,3
A605,5,08/21/2003,12
A605,5,08/21/2003,54
A605,5,08/21/2003,6
A605,5,09/15/2006,54
A605,5,09/15/2006,6
A605,5,05/13/2008,54
A605,5,02/15/2011,6
A606,5,10/01/1996,1
A606,5,10/01/1996,2
A606,5,10/01/1996,5
A606,5,10/01/1996,50
A606,5,10/01/1996,6
A606,5,10/01/1996,7
A606,5,12/11/1996,38
A606,5,12/20/1996,10
A606,5,12/20/1996,19
A607,5,10/14/1996,46
A607,5,11/11/1996,38
A607,5,12/20/1996,10
A607,5,12/20/1996,19
A608,5,10/14/1996,46
A608,5,11/11/1996,38
A608,5,12/20/1996,10
A608,5,12/20/1996,19
B410,5,03/28/1991,2
B410,5,03/28/1991,3
C410,5,02/26/1991,2
C410,5,02/26/1991,3
0201,6,09/01/2001,3
0201,6,05/01/2007,6
0201,6,09/01/2012,6
0202,6,09/01/2004,3
0202,6,11/19/2015,1
0202,6,11/19/2015,2
0202,6,11/19/2015,3
0203,6,09/01/2001,2
0203,6,09/01/2001,3
0203,6,09/01/2004,12
0203,6,09/01/2007,12
0204,6,09/01/2004,3
0204,6,05/01/2007,2
0204,6,05/01/2007,3
0205,6,09/01/2001,3
0205,6,09/01/2013,6
0206,6,05/01/2007,2
0206,6,05/01/2007,3
0206,6,11/19/2015,1
0206,6,11/19/2015,2
0206,6,11/19/2015,3
0207,6,05/01/2007,2
0207,6,05/01/2007,3
0207,6,11/19/2015,1
0207,6,11/19/2015,2
0207,6,11/19/2015,3
0208,6,09/01/2001,3
0208,6,09/01/2004,3
0208,6,05/01/2007,3
0209,6,09/01/2001,3
0209,6,09/01/2012,54
0209,6,09/01/2017,54
0210,6,09/01/2004,3
0210,6,05/01/2007,2
0210,6,05/01/2007,3
0210,6,11/19/2015,2
0210,6,11/19/2015,3
0211,6,09/01/2001,2
0211,6,09/01/2001,3
0212,6,09/01/2004,3
0501,6,04/20/1992,43
0501,6,03/08/2000,1
0501,6,07/10/2000,28
0501,6,04/01/2005,26
0502,6,04/20/1992,55
0502,6,03/08/2000,1
0502,6,07/10/2000,28
0503,6,04/20/1992,55
0503,6,09/01/1998,25
0503,6,03/08/2000,1
0503,6,07/10/2000,28
0504,6,04/20/1992,51
0504,6,11/01/2002,26
0505,6,04/20/1992,51
0505,6,03/08/2000,1
0505,6,07/11/2000,28
0506,6,02/24/1992,51
0506,6,04/20/1992,19
0506,6,03/09/2000,1
0506,6,07/11/2000,28
0506,6,06/01/2004,25
0507,6,02/24/1992,51
0507,6,04/20/1992,19
0508,6,02/24/1992,55
0508,6,04/20/1992,43
0508,6,07/12/2000,28
0509,6,02/24/1992,55
0509,6,04/20/1992,43
0509,6,07/12/2000,28
0509,6,06/01/2006,25
0559,6,02/24/1992,51
0559,6,04/20/1992,19
0559,6,04/24/1992,19
0559,6,07/01/1998,28
0560,6,02/24/1992,51
0560,6,04/24/1992,19
0560,6,04/25/1992,31
0561,6,02/24/1992,51
0561,6,04/22/1992,19
0561,6,06/01/2001,25
0561,6,07/01/2002,24
0561,6,04/01/2005,28
0562,6,02/24/1992,51
0562,6,04/22/1992,19
0563,6,04/22/1992,19
0563,6,04/22/1992,51
0563,6,07/19/2000,21
0563,6,06/01/2002,12
0564,6,02/24/1992,51
0564,6,04/22/1992,19
0564,6,09/01/1995,12
0564,6,10/01/1996,25
0565,6,02/24/1992,51
0565,6,04/22/1992,19
0565,6,08/01/1997,1
0565,6,07/19/2000,1
0565,6,07/19/2000,21
0566,6,02/24/1992,51
0566,6,04/22/1992,19
0567,6,02/24/1992,51
0567,6,04/24/1992,19
0567,6,07/01/1998,28
0567,6,06/01/2002,12
0568,6,02/24/1992,51
0568,6,04/24/1992,19
0568,6,09/01/1995,12
0568,6,07/01/1998,21
0569,6,04/23/1992,19
0569,6,04/23/1992,43
0569,6,04/23/1992,51
0569,6,07/13/2000,28
0570,6,04/23/1992,19
0570,6,04/23/1992,43
0570,6,04/23/1992,51
0570,6,07/01/1997,25
0570,6,07/13/2000,28
0571,6,04/23/1992,19
0571,6,04/23/1992,43
0571,6,04/23/1992,51
0571,6,07/17/2000,21
0571,6,06/01/2006,25
0602,6,05/05/1992,1
0602,6,05/05/1992,12
0602,6,05/05/1992,2
0602,6,05/05/1992,3
0602,6,05/05/1992,4
0602,6,05/05/1992,54
0602,6,05/05/1992,7
0602,6,06/01/1996,3
0602,6,08/01/1997,2
0602,6,08/01/1997,5
0602,6,07/01/1999,5
0602,6,07/01/2000,1
0602,6,07/01/2000,2
0602,6,07/01/2000,5
0602,6,10/01/2001,5
0602,6,07/01/2002,11
0602,6,10/01/2003,5
0603,6,05/12/1992,5
0603,6,05/12/1992,7
0603,6,09/01/1992,10
0603,6,09/01/1992,19
0603,6,07/01/2000,1
0603,6,07/01/2002,24
0603,6,10/01/2003,25
0603,6,06/01/2004,1
0603,6,06/01/2004,24
0604,6,11/01/1991,7
0604,6,05/13/1992,2
0604,6,05/13/1992,5
0604,6,05/13/1992,7
0604,6,09/01/1992,10
0604,6,09/01/1992,19
0604,6,09/03/1992,57
0604,6,08/01/1997,25
0604,6,06/01/1999,25
0604,6,07/01/2000,1
0604,6,07/01/2001,24
0604,6,07/01/2003,24
0604,6,06/01/2004,1
0604,6,06/01/2004,24
0605,6,05/07/1992,12
0605,6,05/12/1992,2
0605,6,05/12/1992,38
0605,6,05/12/1992,4
0605,6,05/12/1992,7
0605,6,06/01/1996,3
0605,6,07/01/1999,5
0605,6,07/01/2000,1
0605,6,07/01/2000,2
0605,6,07/01/2000,3
0605,6,10/01/2001,5
0605,6,07/01/2002,11
0605,6,07/01/2003,6
0606,6,05/06/1992,6
0606,6,05/13/1992,38
0606,6,05/13/1992,4
0606,6,05/13/1992,5
0606,6,05/13/1992,7
0606,6,05/14/1992,4
0606,6,09/01/1992,10
0606,6,09/01/1992,19
0606,6,09/02/1992,38
0606,6,08/01/1994,25
0606,6,07/01/2000,1
0606,6,07/01/2002,24
0606,6,06/01/2004,1
0606,6,06/01/2004,24
0607,6,05/12/1992,38
0607,6,05/12/1992,46
0607,6,05/12/1992,7
0607,6,09/01/1992,10
0607,6,09/01/1992,19
0607,6,07/01/2000,1
0607,6,07/01/2002,24
0607,6,06/01/2004,1
0607,6,06/01/2004,24
0608,6,05/13/1992,38
0608,6,05/13/1992,46
0608,6,09/01/1992,10
0608,6,09/01/1992,19
0608,6,07/01/1999,1
0608,6,07/01/2000,1
0608,6,07/01/2004,21
0659,6,05/13/1992,46
0659,6,08/31/1992,10
0659,6,08/31/1992,19
0659,6,06/01/1996,25
0659,6,07/01/2000,1
0660,6,12/01/1991,54
0660,6,07/31/1992,46
0660,6,08/30/1992,10
0660,6,08/30/1992,19
0660,6,08/01/1997,25
0660,6,06/01/1999,25
1017,4,05/12/1997,51
1017,4,06/01/2012,1
1018,4,01/01/1989,12
1018,4,01/01/1989,25
1018,4,01/01/1991,25
1018,4,01/01/1991,28
1018,4,12/01/1997,19
1018,4,12/01/1997,51
1018,4,06/01/2012,1
1021,4,01/01/1990,1
1021,4,01/01/1991,25
1021,4,05/01/1994,1
1021,4,01/01/1997,51
1021,4,01/02/2008,28
1021,4,01/02/2008,33
1022,4,01/01/1991,25
1022,4,01/10/1996,51
1022,4,10/07/2015,51
1024,4,01/01/1989,25
1024,4,01/01/1990,1
1024,4,01/01/1990,25
1024,4,07/01/1994,25
1024,4,03/17/1997,1
1024,4,07/07/1997,25
1024,4,02/03/1998,34
1024,4,04/01/1999,51
1025,4,01/01/1990,25
1025,4,01/01/1991,25
1025,4,09/04/1996,34
1025,4,06/01/1999,51
1025,4,06/01/1999,51
1025,4,06/01/2011,26
1025,4,06/01/2016,25
1034,4,01/01/1990,28
1034,4,05/01/1996,28
1034,4,02/02/1998,25
1034,4,07/01/2001,19
1036,4,09/17/1993,32
1037,4,07/02/1993,32
1062,4,01/01/1989,25
1062,4,01/02/1991,25
1062,4,10/02/1992,12
1062,4,10/02/1992,19
1062,4,09/01/1999,12
1062,4,09/01/1999,19
1062,4,06/01/2012,1
1062,4,10/07/2015,51
1065,4,01/01/1989,25
1065,4,01/01/1990,25
1065,4,01/01/1991,25
1065,4,10/02/1992,12
1065,4,10/02/1992,19
1065,4,09/01/1999,12
1065,4,09/01/1999,19
6053,4,01/01/1990,25
6053,4,01/01/1990,34
6054,4,01/01/1990,12
6054,4,01/01/1991,1
6054,4,01/01/1991,25
6055,4,11/02/1992,32
6055,4,05/01/1999,51
6060,4,01/01/1989,25
6060,4,01/01/1990,25
6060,4,01/01/1990,34
6060,4,01/01/1993,1
6060,4,10/01/1998,51
7613,4,01/01/1990,6
7614,4,06/01/2003,12
A310,4,08/24/1990,19
A320,4,08/24/1990,33
A330,4,08/24/1990,1
A350,4,09/11/1990,31
A390,4,08/24/1990,31
A410,4,03/31/1991,2
A410,4,03/31/1991,3
A441,4,03/31/1991,2
A441,4,03/31/1991,3
A442,4,03/25/1991,2
A442,4,03/25/1991,3
A443,4,03/31/1991,2
A444,4,03/29/1991,2
A444,4,03/29/1991,3
A445,4,03/31/1991,2
A445,4,03/31/1991,3
A446,4,03/18/1991,2
A446,4,03/18/1991,3
A447,4,03/25/1991,2
A447,4,03/25/1991,3
A448,4,03/27/1991,2
A448,4,03/27/1991,3
A449,4,03/30/1991,2
A449,4,03/30/1991,3
A450,4,03/25/1991,2
A450,4,03/25/1991,3
A451,4,03/25/1991,2
A451,4,03/25/1991,3
A452,4,03/31/1991,2
A452,4,03/31/1991,3
A453,4,03/30/1991,2
A453,4,03/30/1991,3
A454,4,03/27/1991,2
A454,4,03/27/1991,3
A456,4,03/25/1991,2
A456,4,03/25/1991,3
A457,4,03/29/1991,2
A457,4,03/29/1991,3
A458,4,03/30/1991,2
A458,4,03/30/1991,3
A459,4,03/30/1991,2
A459,4,03/30/1991,3
A460,4,03/31/1991,2
A461,4,03/31/1991,2
A461,4,03/31/1991,3
A462,4,03/25/1991,2
A462,4,03/25/1991,3
A902,4,05/01/2001,1
A902,4,05/01/2002,33
AA01,4,05/23/2016,55
AA02,4,05/23/2016,61
AA03,4,05/23/2016,61
AA59,4,05/24/2016,55
AA60,4,05/24/2016,61
AA61,4,05/24/2016,61
B310,4,08/28/1990,19
B320,4,08/27/1990,33
B320,4,05/01/1993,22
B330,4,08/27/1990,1
B350,4,08/27/1990,31
B350,4,05/01/1993,22
B901,4,02/15/1995,51
B901,4,03/25/1995,10
B901,4,03/25/1995,19
B902,4,02/15/1995,51
B902,4,03/18/1995,10
B902,4,03/18/1995,19
B902,4,06/01/2003,25
B903,4,02/15/1995,51
B903,4,03/18/1995,10
B903,4,03/18/1995,19
B959,4,02/15/1995,51
B959,4,03/25/1995,10
B959,4,03/25/1995,19
B960,4,02/15/1995,51
B960,4,03/25/1995,10
B960,4,03/25/1995,19
B961,4,02/15/1995,51
B961,4,03/25/1995,10
B961,4,03/25/1995,19
B964,4,02/15/1995,51
B964,4,03/25/1995,10
B964,4,03/25/1995,19
BA01,4,10/17/2016,55
BA01,4,06/01/2020,34
BA02,4,10/17/2016,61
BA02,4,06/01/2020,34
BA03,4,10/17/2016,61
BA03,4,06/01/2020,34
BA59,4,10/17/2016,55
BA59,4,06/01/2020,34
BA60,4,10/17/2016,61
BA60,4,06/01/2020,34
BA61,4,10/17/2016,61
BA61,4,06/01/2020,34
C310,4,06/05/1990,19
C310,4,01/01/1993,23
C320,4,09/06/1990,33
C320,4,01/01/1993,23
C330,4,09/04/1990,1
C330,4,01/01/1993,23
C350,4,09/06/1990,31
D310,4,06/05/1990,19
D320,4,09/06/1990,33
D320,4,05/01/1991,23
D330,4,09/06/1990,1
D330,4,01/01/1995,1
D350,4,09/06/1990,31
0113,5,04/27/2004,1
0113,5,06/15/2006,22
0114,5,04/27/2004,1
0115,5,04/27/2004,1
0115,5,06/15/2006,22
0116,5,04/27/2004,1
0116,5,06/15/2004,22
0116,5,06/15/2006,22
A311,6,10/15/1999,1
A320,6,08/21/1990,33
A320,6,10/15/1999,1
A320,6,06/01/2001,1
A321,6,06/11/1990,33
A321,6,10/15/1999,1
A330,6,08/21/1990,1
A330,6,10/15/1999,1
A340,6,10/15/1999,1
A350,6,08/21/1990,31
A350,6,10/15/1999,1
A351,6,06/11/1990,31
A351,6,10/15/1999,1
A352,6,06/11/1990,31
A352,6,10/15/1999,1
A353,6,06/11/1990,31
A353,6,10/15/1999,1
A361,6,06/11/1990,19
A361,6,10/15/1999,1
A362,6,06/11/1990,19
A362,6,10/15/1999,1
A363,6,06/11/1990,31
A363,6,10/15/1999,1
A410,6,08/10/1990,1
A410,6,08/10/1990,2
A410,6,08/10/1990,3
A411,6,08/09/1990,2
A411,6,08/09/1990,3
A412,6,08/09/1990,1
A412,6,08/09/1990,2
A412,6,08/09/1990,3
A420,6,06/19/1990,14
A420,6,08/09/1990,2
A420,6,08/09/1990,3
A421,6,06/06/1990,16
A422,6,08/09/1990,2
A422,6,08/09/1990,3
A423,6,09/18/1990,14
A441,6,08/09/1990,6
A441,6,08/10/1990,6
A441,6,06/01/1996,54
A441,6,06/01/2002,54
A441,6,06/01/2003,54
A442,6,08/09/1990,6
A442,6,08/01/2002,54
A443,6,08/09/1990,6
A443,6,06/01/2002,54
B410,6,09/20/1990,1
B410,6,09/20/1990,2
B410,6,09/20/1990,3
B410,6,08/01/1993,1
B410,6,08/01/1993,2
B410,6,09/01/1996,10
B411,6,09/20/1990,1
B411,6,09/20/1990,2
B411,6,09/20/1990,3
B412,6,09/20/1990,2
B412,6,09/20/1990,3
B413,6,09/20/1990,2
B413,6,09/20/1990,3
B420,6,09/20/1990,1
B420,6,09/20/1990,14
B420,6,09/20/1990,2
B420,6,09/20/1990,3
B420,6,08/01/1993,1
B420,6,08/01/1993,2
B420,6,09/01/1996,10
B420,6,05/01/2000,5
B421,6,08/03/1990,14
B421,6,09/20/1990,2
